Site Name,Device Hostname,Device Description,Software,Version
The Township of Pennsauken,p121dl,P121DL,CaptureOnTouch plug-in for FTP,1.1.17
The Township of Pennsauken,p121dl,P121DL,CaptureOnTouch plug-in for Google Drive,2.4.6030
The Township of Pennsauken,p121dl,P121DL,CaptureOnTouch plug-in for Mail,1.5.6235
The Township of Pennsauken,p121dl,P121DL,CaptureOnTouch plug-in for Microsoft OneDrive,1.4.6030
The Township of Pennsauken,p121dl,P121DL,CaptureOnTouch plug-in for Microsoft SharePoint,2.4.8228
The Township of Pennsauken,p121dl,P121DL,CaptureOnTouch plug-in for Printer,1.3.6050
The Township of Pennsauken,p121dl,P121DL,CaptureOnTouch plug-in for SugarSync,1.4.6030
The Township of Pennsauken,p121dl,P121DL,CaptureOnTouch V4 Standard (x64),4.13.1122
The Township of Pennsauken,p121dl,P121DL,CloudRadial Agent,1.6.4.0
The Township of Pennsauken,p121dl,P121DL,CommPortal Assistant,2.1806.9311
The Township of Pennsauken,p121dl,P121DL,Crystal Reports Basic Runtime for Visual Studio 2008,10.5.2.0
The Township of Pennsauken,p121dl,P121DL,Datto RMM,4.4.2236.2236
The Township of Pennsauken,p121dl,P121DL,Dell Command | Update for Windows 10,4.1.0
The Township of Pennsauken,p121dl,P121DL,Dell SupportAssist,4.6.3.23467
The Township of Pennsauken,p121dl,P121DL,Dell SupportAssist OS Recovery Plugin for Dell Update,5.5.13.0
The Township of Pennsauken,p121dl,P121DL,Dell Watchdog Timer Driver,1.0.0.4
The Township of Pennsauken,p121dl,P121DL,Device Software Manager 2.22.2.0,2.22.2.0
The Township of Pennsauken,p121dl,P121DL,DYMO Connect,1.4.7.48
The Township of Pennsauken,p121dl,P121DL,DYMO Connect Web Service,1.4.7.48
The Township of Pennsauken,p121dl,P121DL,EPSON Advanced Printer Driver for TM-H6000V Ver.5,5.10.0.0
The Township of Pennsauken,p121dl,P121DL,EPSON APD5 Plugin for TM-H6000V,5.10.0.0
The Township of Pennsauken,p121dl,P121DL,EPSON APD5 PrinterReg for TM-H6000V,5.10.0.0
The Township of Pennsauken,p121dl,P121DL,EPSON Port Communication Service,3.20.0
The Township of Pennsauken,p121dl,P121DL,EPSON TM Bluetooth Connector,2.03.0000
The Township of Pennsauken,p121dl,P121DL,EPSON TM-H6000V Utility,1.0.1.0
The Township of Pennsauken,p121dl,P121DL,Google Chrome,132.0.6834.160
The Township of Pennsauken,p121dl,P121DL,GoTo Opener,1.0.539
The Township of Pennsauken,p121dl,P121DL,GoTo Opener,1.0.568
The Township of Pennsauken,p121dl,P121DL,GoToMeeting 10.20.0.19992,10.20.0.19992
The Township of Pennsauken,p121dl,P121DL,HP LaserJet M610 M611 M612 Basic Device Software,49.6.4509.2031
The Township of Pennsauken,p121dl,P121DL,Huntress Agent,0.13.246
The Township of Pennsauken,p121dl,P121DL,Huntress Rio,0.6.16
The Township of Pennsauken,p121dl,P121DL,Intel(R) Arc Software & Drivers,1.0.951.0
The Township of Pennsauken,p121dl,P121DL,Intel(R) Chipset Device Software,10.1.17861.8101
The Township of Pennsauken,p121dl,P121DL,Intel(R) Management Engine Components,2413.5.68.0
The Township of Pennsauken,p121dl,P121DL,Java 8 Update 441,8.0.4410.7
The Township of Pennsauken,p121dl,P121DL,Java 8 Update 441 (64-bit),8.0.4410.7
The Township of Pennsauken,p121dl,P121DL,Kofax Web Capture Service,11.4.0.349
The Township of Pennsauken,p121dl,P121DL,Kyocera Printer Extension,5.0.1325
The Township of Pennsauken,p121dl,P121DL,Kyocera Product Library,5.0.1120
The Township of Pennsauken,p121dl,P121DL,MCSJ Client 4.2.2,4.2.2
The Township of Pennsauken,p121dl,P121DL,Microsoft .NET Runtime - 5.0.17 (x64),5.0.17.31213
The Township of Pennsauken,p121dl,P121DL,Microsoft .NET Runtime - 6.0.20 (x64),6.0.20.32620
The Township of Pennsauken,p121dl,P121DL,Microsoft 365 Apps for business - en-us,16.0.17928.20392
The Township of Pennsauken,p121dl,P121DL,Microsoft 365 Apps for enterprise - en-us,16.0.17928.20392
The Township of Pennsauken,p121dl,P121DL,Microsoft Edge,132.0.2957.140
The Township of Pennsauken,p121dl,P121DL,Microsoft Intune Management Extension,1.86.105.0
The Township of Pennsauken,p121dl,P121DL,Microsoft OneDrive,24.244.1204.0003
The Township of Pennsauken,p121dl,P121DL,Microsoft Project Professional 2019 - en-us,16.0.17928.20392
The Township of Pennsauken,p121dl,P121DL,Microsoft Teams Meeting Add-in for Microsoft Office,1.24.31301
The Township of Pennsauken,p121dl,P121DL,Microsoft Update Health Tools,3.74.0.0
The Township of Pennsauken,p121dl,P121DL,Microsoft Visio Professional 2019 - en-us,16.0.17928.20392
The Township of Pennsauken,p121dl,P121DL,Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219,10.0.40219
The Township of Pennsauken,p121dl,P121DL,Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.61030,11.0.61030.0
The Township of Pennsauken,p121dl,P121DL,Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.30501,12.0.30501.0
The Township of Pennsauken,p121dl,P121DL,Microsoft Visual C++ 2015-2022 Redistributable (x64) - 14.32.31326,14.32.31326.0
The Township of Pennsauken,p121dl,P121DL,Microsoft Windows Desktop Runtime - 6.0.28 (x64),6.0.28.33420
The Township of Pennsauken,p121dl,P121DL,Microsoft Windows Desktop Runtime - 8.0.11 (x64),8.0.11.34221
The Township of Pennsauken,p121dl,P121DL,PowerCamaLauncherSetup45,1.0.3
The Township of Pennsauken,p121dl,P121DL,Realtek Audio Driver,6.0.9235.1
The Township of Pennsauken,p121dl,P121DL,Samsung Data Migration,4.0.0.17
The Township of Pennsauken,p121dl,P121DL,Samsung NVM Express Driver,3.3.0.2003
The Township of Pennsauken,p121dl,P121DL,SHARP Driver Uninstall Tool,1.1.0.10
The Township of Pennsauken,p121dl,P121DL,Splashtop Streamer,3.7.2.4
The Township of Pennsauken,p121dl,P121DL,Synamedia VideoGuard Player,13
The Township of Pennsauken,p121dl,P121DL,Teams Machine-Wide Installer,1.3.0.26064
The Township of Pennsauken,p137BL-5080,P137BL-5080,Aplicaciones de Microsoft 365 para negocios - es-es,16.0.17928.20392
The Township of Pennsauken,p137BL-5080,P137BL-5080,AutoElevate,2.9.5
The Township of Pennsauken,p137BL-5080,P137BL-5080,Brother PowerENGAGE,1.0.27
The Township of Pennsauken,p137BL-5080,P137BL-5080,CloudRadial Agent,1.6.4.0
The Township of Pennsauken,p137BL-5080,P137BL-5080,Connection Client version 14.30.0.69,14.30.0.69
The Township of Pennsauken,p137BL-5080,P137BL-5080,Datto RMM,4.4.2236.2236
The Township of Pennsauken,p137BL-5080,P137BL-5080,Dell Command | Update for Windows Universal,4.4.0
The Township of Pennsauken,p137BL-5080,P137BL-5080,Dell Optimizer Service,2.0.651.0
The Township of Pennsauken,p137BL-5080,P137BL-5080,Dell SupportAssist,4.6.3.23467
The Township of Pennsauken,p137BL-5080,P137BL-5080,Dell SupportAssist OS Recovery Plugin for Dell Update,5.5.13.0
The Township of Pennsauken,p137BL-5080,P137BL-5080,Dell SupportAssist Remediation,5.5.13.0
The Township of Pennsauken,p137BL-5080,P137BL-5080,Dell Watchdog Timer Driver,1.0.0.6
The Township of Pennsauken,p137BL-5080,P137BL-5080,ExpressConnect Drivers & Services,1.0.169
The Township of Pennsauken,p137BL-5080,P137BL-5080,GSS - Client Applications,14.2.2
The Township of Pennsauken,p137BL-5080,P137BL-5080,GSS - Construction Project Manager,14.2.2
The Township of Pennsauken,p137BL-5080,P137BL-5080,GSS - Crystal Runtime,14.2.2
The Township of Pennsauken,p137BL-5080,P137BL-5080,GSS - Multidepartmental Query,14.1.1
The Township of Pennsauken,p137BL-5080,P137BL-5080,GSS - Property Maintenance Manager,14.1.6
The Township of Pennsauken,p137BL-5080,P137BL-5080,GSS - Zoning Manager,14.1.6
The Township of Pennsauken,p137BL-5080,P137BL-5080,Huntress Agent,0.13.246
The Township of Pennsauken,p137BL-5080,P137BL-5080,Huntress Rio,0.6.16
The Township of Pennsauken,p137BL-5080,P137BL-5080,Intel(R) Management Engine Components,2117.15.0.2272
The Township of Pennsauken,p137BL-5080,P137BL-5080,Kyocera Product Library,6.0.1308
The Township of Pennsauken,p137BL-5080,P137BL-5080,"Liberty Player 2.0 (build 894), 32 bit",2.0.894
The Township of Pennsauken,p137BL-5080,P137BL-5080,Microsoft .NET Runtime - 5.0.17 (x64),5.0.17.31213
The Township of Pennsauken,p137BL-5080,P137BL-5080,Microsoft .NET Runtime - 6.0.20 (x64),6.0.20.32620
The Township of Pennsauken,p137BL-5080,P137BL-5080,Microsoft 365 - en-us,16.0.17928.20392
The Township of Pennsauken,p137BL-5080,P137BL-5080,Microsoft 365 - es-es,16.0.17928.20392
The Township of Pennsauken,p137BL-5080,P137BL-5080,Microsoft 365 - fr-fr,16.0.17928.20392
The Township of Pennsauken,p137BL-5080,P137BL-5080,Microsoft 365 Apps for business - en-us,16.0.17928.20392
The Township of Pennsauken,p137BL-5080,P137BL-5080,Microsoft 365 Apps for business - fr-fr,16.0.17928.20392
The Township of Pennsauken,p137BL-5080,P137BL-5080,Microsoft 365 Apps for enterprise - en-us,16.0.17928.20392
The Township of Pennsauken,p137BL-5080,P137BL-5080,Microsoft Edge,132.0.2957.140
The Township of Pennsauken,p137BL-5080,P137BL-5080,Microsoft Intune Management Extension,1.86.105.0
The Township of Pennsauken,p137BL-5080,P137BL-5080,Microsoft OneDrive,25.004.0109.0002
The Township of Pennsauken,p137BL-5080,P137BL-5080,Microsoft Teams,1.5.00.14473
The Township of Pennsauken,p137BL-5080,P137BL-5080,Microsoft Update Health Tools,3.74.0.0
The Township of Pennsauken,p137BL-5080,P137BL-5080,Microsoft Visual C++ 2015-2019 Redistributable (x64) - 14.23.27820,14.23.27820.0
The Township of Pennsauken,p137BL-5080,P137BL-5080,Microsoft Windows Desktop Runtime - 6.0.28 (x64),6.0.28.33420
The Township of Pennsauken,p137BL-5080,P137BL-5080,Microsoft Windows Desktop Runtime - 8.0.11 (x64),8.0.11.34221
The Township of Pennsauken,p137BL-5080,P137BL-5080,Realtek Audio Driver,6.0.9228.1
The Township of Pennsauken,p137BL-5080,P137BL-5080,ScreenConnect Client (7bff577c330371e2),24.3.7.9067
The Township of Pennsauken,p137BL-5080,P137BL-5080,Splashtop Business,3.5.2.0
The Township of Pennsauken,p137BL-5080,P137BL-5080,Splashtop Software Updater,1.5.6.23
The Township of Pennsauken,p137BL-5080,P137BL-5080,Splashtop Streamer,3.7.2.4
The Township of Pennsauken,p137BL-5080,P137BL-5080,Teams Machine-Wide Installer,1.4.0.22976
The Township of Pennsauken,p137BL-5080,P137BL-5080,Update for x64-based Windows Systems (KB5001716),8.94.0.0
The Township of Pennsauken,p137BL-5080,P137BL-5080,Windows PC Health Check,3.2.2110.14001
The Township of Pennsauken,p137BL-5080,P137BL-5080,Xerox Desktop Print Experience 8.0,8.110.9.0
The Township of Pennsauken,p137BL-5080,P137BL-5080,Zoom,5.8.3 (1581)
The Township of Pennsauken,p135XX-3050,P133SP,Adobe Acrobat (64-bit),24.005.20399
The Township of Pennsauken,p135XX-3050,P133SP,Aplicaciones de Microsoft 365 para negocios - es-es,16.0.17928.20392
The Township of Pennsauken,p135XX-3050,P133SP,AutoElevate,2.9.5
The Township of Pennsauken,p135XX-3050,P133SP,Brother PowerENGAGE,1.0.27
The Township of Pennsauken,p135XX-3050,P133SP,CloudRadial Agent,1.6.4.0
The Township of Pennsauken,p135XX-3050,P133SP,Connection Client version 14.30.0.69,14.30.0.69
The Township of Pennsauken,p135XX-3050,P133SP,Datto RMM,4.4.2236.2236
The Township of Pennsauken,p135XX-3050,P133SP,Dell Command | Update for Windows Universal,4.7.1
The Township of Pennsauken,p135XX-3050,P133SP,Dell Digital Delivery,3.2.1006.0
The Township of Pennsauken,p135XX-3050,P133SP,Dell SupportAssist,3.10.3.3
The Township of Pennsauken,p135XX-3050,P133SP,Dell SupportAssist OS Recovery Plugin for Dell Update,5.5.4.16189
The Township of Pennsauken,p135XX-3050,P133SP,GoTo 3.30.0,3.30.0
The Township of Pennsauken,p135XX-3050,P133SP,GoTo Opener,1.0.562
The Township of Pennsauken,p135XX-3050,P133SP,GSS - Client Applications,14.2.2
The Township of Pennsauken,p135XX-3050,P133SP,GSS - Construction Project Manager,14.2.2
The Township of Pennsauken,p135XX-3050,P133SP,GSS - Crystal Runtime,14.2.2
The Township of Pennsauken,p135XX-3050,P133SP,GSS - Property Maintenance Manager,14.1.6
The Township of Pennsauken,p135XX-3050,P133SP,GSS - Zoning Manager,14.1.6
The Township of Pennsauken,p135XX-3050,P133SP,HP LaserJet M610 M611 M612 Basic Device Software,49.6.4509.2031
The Township of Pennsauken,p135XX-3050,P133SP,Huntress Agent,0.13.246
The Township of Pennsauken,p135XX-3050,P133SP,Huntress Rio,0.6.16
The Township of Pennsauken,p135XX-3050,P133SP,Intel(R) Management Engine Components,2205.15.0.2623
The Township of Pennsauken,p135XX-3050,P133SP,Kyocera Product Library,6.0.1308
The Township of Pennsauken,p135XX-3050,P133SP,KYOCERA Status Monitor 5,5.0.9105
The Township of Pennsauken,p135XX-3050,P133SP,MCSJ Client 4.2.2,4.2.2
The Township of Pennsauken,p135XX-3050,P133SP,Microsoft 365 - en-us,16.0.17928.20392
The Township of Pennsauken,p135XX-3050,P133SP,Microsoft 365 - es-es,16.0.17928.20392
The Township of Pennsauken,p135XX-3050,P133SP,Microsoft 365 - fr-fr,16.0.17928.20392
The Township of Pennsauken,p135XX-3050,P133SP,Microsoft 365 Apps for business - en-us,16.0.17928.20392
The Township of Pennsauken,p135XX-3050,P133SP,Microsoft 365 Apps for business - fr-fr,16.0.17928.20392
The Township of Pennsauken,p135XX-3050,P133SP,Microsoft 365 Apps for enterprise - en-us,16.0.17928.20392
The Township of Pennsauken,p135XX-3050,P133SP,Microsoft Edge,132.0.2957.140
The Township of Pennsauken,p135XX-3050,P133SP,Microsoft Intune Management Extension,1.86.105.0
The Township of Pennsauken,p135XX-3050,P133SP,Microsoft OneDrive,25.004.0109.0002
The Township of Pennsauken,p135XX-3050,P133SP,Microsoft Teams,1.6.00.16472
The Township of Pennsauken,p135XX-3050,P133SP,Microsoft Teams Meeting Add-in for Microsoft Office,1.24.31301
The Township of Pennsauken,p135XX-3050,P133SP,Microsoft Update Health Tools,3.74.0.0
The Township of Pennsauken,p135XX-3050,P133SP,Microsoft Visual C++ 2015 Redistributable (x86) - 14.0.23026,14.0.23026.0
The Township of Pennsauken,p135XX-3050,P133SP,Realtek Audio COM Components,1.0.2
The Township of Pennsauken,p135XX-3050,P133SP,Realtek Audio Driver,6.0.9175.1
The Township of Pennsauken,p135XX-3050,P133SP,Realtek Ethernet Controller All-In-One Windows Driver,10.19.627.2017
The Township of Pennsauken,p135XX-3050,P133SP,Samsung Data Migration,4.0.0.14
The Township of Pennsauken,p135XX-3050,P133SP,Samsung Magician,7.0.0.510
The Township of Pennsauken,p135XX-3050,P133SP,SHARP Driver Uninstall Tool,1.2.1.3
The Township of Pennsauken,p135XX-3050,P133SP,Splashtop Business,3.4.8.3
The Township of Pennsauken,p135XX-3050,P133SP,Splashtop Software Updater,1.5.6.23
The Township of Pennsauken,p135XX-3050,P133SP,Splashtop Streamer,3.7.2.4
The Township of Pennsauken,p135XX-3050,P133SP,Teams Machine-Wide Installer,1.4.0.7174
The Township of Pennsauken,p135XX-3050,P133SP,Update for Windows 10 for x64-based Systems (KB5001716),2.71.0.0
The Township of Pennsauken,p135XX-3050,P133SP,Vulkan Run Time Libraries 1.0.33.0,1.0.33.0
The Township of Pennsauken,p135XX-3050,P133SP,Zoom Workplace,6.0.11 (39959)
The Township of Pennsauken,p119PH-7,14-P5070-7,Acronis True Image for Western Digital,25.0.39200
The Township of Pennsauken,p119PH-7,14-P5070-7,AutoElevate,2.9.5
The Township of Pennsauken,p119PH-7,14-P5070-7,Bonjour,3.0.0.10
The Township of Pennsauken,p119PH-7,14-P5070-7,Brother PowerENGAGE,1.0.27
The Township of Pennsauken,p119PH-7,14-P5070-7,Canon driver for R40 (x64),1.0.7200
The Township of Pennsauken,p119PH-7,14-P5070-7,Canon R40 UserManual,1.10.1020.0720
The Township of Pennsauken,p119PH-7,14-P5070-7,CaptureOnTouch plug-in for Application,1.6.5996
The Township of Pennsauken,p119PH-7,14-P5070-7,CaptureOnTouch plug-in for Dropbox,1.3.6030
The Township of Pennsauken,p119PH-7,14-P5070-7,CaptureOnTouch plug-in for FTP,1.1.17
The Township of Pennsauken,p119PH-7,14-P5070-7,CaptureOnTouch plug-in for Google Drive,2.4.6030
The Township of Pennsauken,p119PH-7,14-P5070-7,CaptureOnTouch plug-in for Mail,1.5.6235
The Township of Pennsauken,p119PH-7,14-P5070-7,CaptureOnTouch plug-in for Microsoft OneDrive,1.4.6030
The Township of Pennsauken,p119PH-7,14-P5070-7,CaptureOnTouch plug-in for Microsoft SharePoint,2.4.6078
The Township of Pennsauken,p119PH-7,14-P5070-7,CaptureOnTouch plug-in for Printer,1.3.6050
The Township of Pennsauken,p119PH-7,14-P5070-7,CaptureOnTouch plug-in for SugarSync,1.4.6030
The Township of Pennsauken,p119PH-7,14-P5070-7,CaptureOnTouch V4 Standard (x64),4.11.1920
The Township of Pennsauken,p119PH-7,14-P5070-7,CloudRadial Agent,1.6.4.0
The Township of Pennsauken,p119PH-7,14-P5070-7,Datto RMM,4.4.2236.2236
The Township of Pennsauken,p119PH-7,14-P5070-7,Dell Command | Update for Windows Universal,4.4.0
The Township of Pennsauken,p119PH-7,14-P5070-7,Dell SupportAssist,3.10.4.18
The Township of Pennsauken,p119PH-7,14-P5070-7,Dell SupportAssist OS Recovery Plugin for Dell Update,5.4.1.14954
The Township of Pennsauken,p119PH-7,14-P5070-7,Dell Watchdog Timer Driver,1.0.0.4
The Township of Pennsauken,p119PH-7,14-P5070-7,DYMO Connect,1.4.3.131
The Township of Pennsauken,p119PH-7,14-P5070-7,EPSON Advanced Printer Driver 4,4.50.0000
The Township of Pennsauken,p119PH-7,14-P5070-7,EPSON Port Communication Service,3.2.0
The Township of Pennsauken,p119PH-7,14-P5070-7,Foxit PhantomPDF,10.1.4.37651
The Township of Pennsauken,p119PH-7,14-P5070-7,GoTo Opener,1.0.539
The Township of Pennsauken,p119PH-7,14-P5070-7,GoToMeeting 10.20.0.19992,10.20.0.19992
The Township of Pennsauken,p119PH-7,14-P5070-7,HP LaserJet M610 M611 M612 Basic Device Software,49.6.4509.2031
The Township of Pennsauken,p119PH-7,14-P5070-7,Huntress Agent,0.13.246
The Township of Pennsauken,p119PH-7,14-P5070-7,Huntress Rio,0.6.16
The Township of Pennsauken,p119PH-7,14-P5070-7,Intel(R) Chipset Device Software,10.1.17861.8101
The Township of Pennsauken,p119PH-7,14-P5070-7,Intel(R) Management Engine Components,2117.15.0.2272
The Township of Pennsauken,p119PH-7,14-P5070-7,Microsoft 365 - en-us,16.0.17928.20392
The Township of Pennsauken,p119PH-7,14-P5070-7,Microsoft 365 - es-es,16.0.17928.20392
The Township of Pennsauken,p119PH-7,14-P5070-7,Microsoft 365 - fr-fr,16.0.17928.20392
The Township of Pennsauken,p119PH-7,14-P5070-7,Microsoft 365 Apps for business - en-us,16.0.17928.20392
The Township of Pennsauken,p119PH-7,14-P5070-7,Microsoft 365 Apps for enterprise - en-us,16.0.17928.20392
The Township of Pennsauken,p119PH-7,14-P5070-7,Microsoft Edge,132.0.2957.140
The Township of Pennsauken,p119PH-7,14-P5070-7,Microsoft Intune Management Extension,1.86.105.0
The Township of Pennsauken,p119PH-7,14-P5070-7,Microsoft OneDrive,24.244.1204.0003
The Township of Pennsauken,p119PH-7,14-P5070-7,Microsoft Teams,1.6.00.6754
The Township of Pennsauken,p119PH-7,14-P5070-7,Microsoft Update Health Tools,3.74.0.0
The Township of Pennsauken,p119PH-7,14-P5070-7,Microsoft Visual C++ 2010  x64 Redistributable - 10.0.30319,10.0.30319
The Township of Pennsauken,p119PH-7,14-P5070-7,Microsoft Visual C++ 2010  x86 Redistributable - 10.0.30319,10.0.30319
The Township of Pennsauken,p119PH-7,14-P5070-7,Microsoft Visual C++ 2015-2019 Redistributable (x64) - 14.29.30133,14.29.30133.0
The Township of Pennsauken,p119PH-7,14-P5070-7,Microsoft Visual C++ 2015-2019 Redistributable (x86) - 14.29.30133,14.29.30133.0
The Township of Pennsauken,p119PH-7,14-P5070-7,Realtek Audio Driver,6.0.8940.1
The Township of Pennsauken,p119PH-7,14-P5070-7,ScanServer,3.1.1004
The Township of Pennsauken,p119PH-7,14-P5070-7,Splashtop Streamer,3.7.2.4
The Township of Pennsauken,p119PH-7,14-P5070-7,Teams Machine-Wide Installer,1.3.0.28779
The Township of Pennsauken,Jeff-22PC,P131GI7,Adobe Acrobat (64-bit),24.005.20399
The Township of Pennsauken,Jeff-22PC,P131GI7,AutoElevate,2.9.5
The Township of Pennsauken,Jeff-22PC,P131GI7,CloudRadial Agent,1.6.4.0
The Township of Pennsauken,Jeff-22PC,P131GI7,Datto RMM,4.4.2236.2236
The Township of Pennsauken,Jeff-22PC,P131GI7,Dell SupportAssist,3.11.4.29
The Township of Pennsauken,Jeff-22PC,P131GI7,Dell SupportAssist OS Recovery Plugin for Dell Update,5.5.1.16143
The Township of Pennsauken,Jeff-22PC,P131GI7,Excel,1
The Township of Pennsauken,Jeff-22PC,P131GI7,Google Chrome,132.0.6834.160
The Township of Pennsauken,Jeff-22PC,P131GI7,GoTo Opener,1.0.564
The Township of Pennsauken,Jeff-22PC,P131GI7,GoToMeeting 10.20.0.19992,10.20.0.19992
The Township of Pennsauken,Jeff-22PC,P131GI7,Huntress Agent,0.13.246
The Township of Pennsauken,Jeff-22PC,P131GI7,Huntress Rio,0.6.16
The Township of Pennsauken,Jeff-22PC,P131GI7,Intel(R) Processor Graphics,10.18.10.4425
The Township of Pennsauken,Jeff-22PC,P131GI7,MCSJ Client 4.2.2,4.2.2
The Township of Pennsauken,Jeff-22PC,P131GI7,Microsoft .NET Runtime - 5.0.17 (x64),5.0.17.31213
The Township of Pennsauken,Jeff-22PC,P131GI7,Microsoft 365 Apps for business - en-us,16.0.17928.20392
The Township of Pennsauken,Jeff-22PC,P131GI7,Microsoft 365 Apps for enterprise - en-us,16.0.17928.20392
The Township of Pennsauken,Jeff-22PC,P131GI7,Microsoft Edge,132.0.2957.140
The Township of Pennsauken,Jeff-22PC,P131GI7,Microsoft Intune Management Extension,1.86.105.0
The Township of Pennsauken,Jeff-22PC,P131GI7,Microsoft OneDrive,25.004.0109.0002
The Township of Pennsauken,Jeff-22PC,P131GI7,Microsoft Teams Meeting Add-in for Microsoft Office,1.24.31301
The Township of Pennsauken,Jeff-22PC,P131GI7,Microsoft Update Health Tools,3.74.0.0
The Township of Pennsauken,Jeff-22PC,P131GI7,Outlook,1
The Township of Pennsauken,Jeff-22PC,P131GI7,Powerpoint,1
The Township of Pennsauken,Jeff-22PC,P131GI7,PubWorks (cs1),1.0.0
The Township of Pennsauken,Jeff-22PC,P131GI7,Realtek High Definition Audio Driver,6.0.1.6070
The Township of Pennsauken,Jeff-22PC,P131GI7,Teams Machine-Wide Installer,1.5.0.8070
The Township of Pennsauken,Jeff-22PC,P131GI7,Update for x64-based Windows Systems (KB5001716),8.94.0.0
The Township of Pennsauken,Jeff-22PC,P131GI7,Word,1
The Township of Pennsauken,TaxRight-22PC,Counter2 DESKTOP-E69PU98,Adobe Acrobat (64-bit),24.005.20399
The Township of Pennsauken,TaxRight-22PC,Counter2 DESKTOP-E69PU98,AutoElevate,2.9.5
The Township of Pennsauken,TaxRight-22PC,Counter2 DESKTOP-E69PU98,CloudRadial Agent,1.6.4.0
The Township of Pennsauken,TaxRight-22PC,Counter2 DESKTOP-E69PU98,Dashboard,4.0.2.20
The Township of Pennsauken,TaxRight-22PC,Counter2 DESKTOP-E69PU98,Datto RMM,4.4.2236.2236
The Township of Pennsauken,TaxRight-22PC,Counter2 DESKTOP-E69PU98,EPSON Advanced Printer Driver 4,4.56.0400
The Township of Pennsauken,TaxRight-22PC,Counter2 DESKTOP-E69PU98,EPSON Port Communication Service,3.12.0
The Township of Pennsauken,TaxRight-22PC,Counter2 DESKTOP-E69PU98,Huntress Agent,0.13.246
The Township of Pennsauken,TaxRight-22PC,Counter2 DESKTOP-E69PU98,Huntress Rio,0.6.16
The Township of Pennsauken,TaxRight-22PC,Counter2 DESKTOP-E69PU98,MCSJ Client 4.2.2,4.2.2
The Township of Pennsauken,TaxRight-22PC,Counter2 DESKTOP-E69PU98,Microsoft 365 Apps for enterprise - en-us,16.0.18429.20132
The Township of Pennsauken,TaxRight-22PC,Counter2 DESKTOP-E69PU98,Microsoft Edge,132.0.2957.140
The Township of Pennsauken,TaxRight-22PC,Counter2 DESKTOP-E69PU98,Microsoft OneDrive,25.004.0109.0002
The Township of Pennsauken,TaxRight-22PC,Counter2 DESKTOP-E69PU98,Microsoft Teams,1.4.00.22976
The Township of Pennsauken,TaxRight-22PC,Counter2 DESKTOP-E69PU98,Microsoft Update Health Tools,3.74.0.0
The Township of Pennsauken,TaxRight-22PC,Counter2 DESKTOP-E69PU98,Microsoft Visual C++ 2015-2019 Redistributable (x86) - 14.28.29325,14.28.29325.2
The Township of Pennsauken,TaxRight-22PC,Counter2 DESKTOP-E69PU98,Teams Machine-Wide Installer,1.4.0.22976
The Township of Pennsauken,TaxRight-22PC,Counter2 DESKTOP-E69PU98,Update for x64-based Windows Systems (KB5001716),8.94.0.0
The Township of Pennsauken,p5080-05,P5080-05,Adobe Acrobat (64-bit),24.005.20399
The Township of Pennsauken,p5080-05,P5080-05,Aplicaciones de Microsoft 365 para negocios - es-es,16.0.17928.20392
The Township of Pennsauken,p5080-05,P5080-05,AutoElevate,2.9.5
The Township of Pennsauken,p5080-05,P5080-05,CloudRadial Agent,1.6.4.0
The Township of Pennsauken,p5080-05,P5080-05,Connection Client version 14.80.0.82,14.80.0.82
The Township of Pennsauken,p5080-05,P5080-05,Datto RMM,4.4.2236.2236
The Township of Pennsauken,p5080-05,P5080-05,Dell Command | Update for Windows 10,4.0.0
The Township of Pennsauken,p5080-05,P5080-05,Dell Optimizer Service,1.2.113.0
The Township of Pennsauken,p5080-05,P5080-05,Dell SupportAssist,4.6.3.23467
The Township of Pennsauken,p5080-05,P5080-05,Dell SupportAssist OS Recovery Plugin for Dell Update,5.5.13.0
The Township of Pennsauken,p5080-05,P5080-05,Dell SupportAssist Remediation,5.5.13.0
The Township of Pennsauken,p5080-05,P5080-05,Dell Watchdog Timer Driver,1.0.0.6
The Township of Pennsauken,p5080-05,P5080-05,Google Chrome,132.0.6834.160
The Township of Pennsauken,p5080-05,P5080-05,Google Earth Pro,7.3.6.10201
The Township of Pennsauken,p5080-05,P5080-05,Greenshot 1.2.10.6,1.2.10.6
The Township of Pennsauken,p5080-05,P5080-05,Huntress Agent,0.13.246
The Township of Pennsauken,p5080-05,P5080-05,Huntress Rio,0.6.16
The Township of Pennsauken,p5080-05,P5080-05,Intel(R) Management Engine Components,2036.15.0.1835
The Township of Pennsauken,p5080-05,P5080-05,Intel(R) Processor Graphics,26.20.100.8141
The Township of Pennsauken,p5080-05,P5080-05,Intel(R) Serial IO,30.100.2020.7
The Township of Pennsauken,p5080-05,P5080-05,MCSJ Client 4.2.2,4.2.2
The Township of Pennsauken,p5080-05,P5080-05,Microsoft .NET Runtime - 5.0.17 (x64),5.0.17.31213
The Township of Pennsauken,p5080-05,P5080-05,Microsoft .NET Runtime - 6.0.20 (x64),6.0.20.32620
The Township of Pennsauken,p5080-05,P5080-05,Microsoft 365 - en-us,16.0.17928.20392
The Township of Pennsauken,p5080-05,P5080-05,Microsoft 365 - es-es,16.0.17928.20392
